CODIGO;DESCRIPCION;UNIDAD;COSTO_PROMEDIO_BS;COSTO_PROMEDIO_$;ENTRADA;SALIDA;EXISTENCIA;CATEGORIA;ESTADO
HER-0071;CALADORA;UND;;50.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
MAT-0137;CINCELES;UND;;4.0;0.0;0.0;0.0;MATERIALES;ACTIVO
HER-0072;CALADORAS;UND;;29.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0073;DOBLA TUBO;UND;;40.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0074;DREMEL;UND;;550.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0075;DESTORNILLADORES PALA;UND;;3.0;20.0;0.0;20.0;HERRAMIENTAS;ACTIVO
HER-0076;DESTORNILLADORES ESTRIAS;UND;;2.0;16.0;0.0;16.0;HERRAMIENTAS;ACTIVO
HER-0077;ESCUADRAS;UND;;19.0;4.0;0.0;4.0;HERRAMIENTAS;ACTIVO
HER-0078;ESCALERAS 3 ESTRIBOS;UND;;85.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0079;ESCALERA ALUMINIO 4 ESTRIBOS;UND;;74.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0080;ESCALERA ALUMINIO 5 ESTRIBOS;UND;;127.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0081;ESCALERA ALUMINIO 8 ESTRIBOS;UND;;145.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0082;ESCALERA ALUMINIO 16 ESTRIBOS;UND;;280.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0083;ESCALERA ALUMINIO 7 ESTRIBOS;UND;;150.0;4.0;0.0;4.0;HERRAMIENTAS;ACTIVO
MAT-0138;ESCALERAS HIERRO ROJO;UND;;0.0;1.0;0.0;0.0;MATERIALES;ACTIVO
MAT-0139;ESPATULAS EMPASTAR;UND;;5.05;12.0;0.0;12.0;MATERIALES;ACTIVO
HER-0084;ESMERILES GRANDES USADOS;UND;;76.59;2.0;1.0;1.0;HERRAMIENTAS;ACTIVO
HER-0085;ESMERILES USADOS PEQUEÑOS;UND;;76.59;3.0;0.0;3.0;HERRAMIENTAS;ACTIVO
HER-0086;ESMERILES MAKITA RECARGABLES;UND;;200.0;0.0;0.0;1.0;HERRAMIENTAS;ACTIVO
MAT-0140;FORMALETA 1 1/2 X0.4CMX6M;UND;;0.0;5.0;0.0;5.0;MATERIALES;ACTIVO
MAT-0141;FORMALETA 0.18X2M;UND;;0.0;9.0;0.0;9.0;MATERIALES;ACTIVO
MAT-0142;FORMALETAS U 2X0.14;UND;;0.0;17.0;0.0;17.0;MATERIALES;ACTIVO
MAT-0143;FORMALETAS HIERRO 2.50X0.30;UND;;0.0;3.0;0.0;3.0;MATERIALES;ACTIVO
MAT-0144;FORMALETAS HIERRO U 2.30X0.32;UND;;0.0;2.0;0.0;2.0;MATERIALES;ACTIVO
MAT-0145;FORMALETAS HIERRO 14X2M;UND;;0.0;18.0;0.0;18.0;MATERIALES;ACTIVO
MAT-0146;FORMALETA 1.70X0.30;UND;;0.0;1.0;0.0;1.0;MATERIALES;ACTIVO
HER-0087;FUMIGADORAS;UND;;60.0;5.0;0.0;5.0;HERRAMIENTAS;ACTIVO
HER-0088;FORMON;UND;;5.95;6.0;0.0;6.0;HERRAMIENTAS;ACTIVO
HER-0089;GRAPADORA 2 EN 1;UND;;18.55;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0090;HIDROJET ELECTRICO AMARILLO;UND;;139.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0091;HARAGANES;UND;;13.0;2.0;2.0;0.0;HERRAMIENTAS;ACTIVO
HER-0092;HACHA PEQUENA;UND;;5.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0093;HIDROJET;UND;;100.0;3.0;0.0;3.0;HERRAMIENTAS;ACTIVO
HER-0094;JUEGO LLAVES STANLEY;UND;;90.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0095;LIMAS;UND;;4.73;3.0;0.0;3.0;HERRAMIENTAS;ACTIVO
HER-0096;LIJADORA DE BANDA;UND;;180.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0097;LLAVES DE TUBO;UND;;8.18;4.0;0.0;4.0;HERRAMIENTAS;ACTIVO
HER-0098;MACHETES;UND;;7.15;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0099;MAQUINAS DE SOLDAR;UND;;220.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0100;MANDARRIAS GRANDES;UND;;40.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0101;MANGUERA DE PRESION;MTR;;24.0;4.0;0.0;4.0;HERRAMIENTAS;ACTIVO
HER-0102;MANGUERA DE NIVEL;MTR;;8.5;4.0;4.0;2.0;HERRAMIENTAS;ACTIVO
HER-0103;MANGUERA DE VIBRACION;MTR;;12.5;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0104;MARTILLO ELECTRICO CAJA AMARILLA;UND;;372.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0105;MASCARA DE SOLDAR;UND;;12.0;3.0;0.0;3.0;HERRAMIENTAS;ACTIVO
HER-0106;MAQUINA SOLDAR FORNEY;UND;;69.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0107;MESON CON PRENSA;UND;;0.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
PIN-0050;"MANGUERAS COMPRESOR ACORDEON 4""";UND;;9.08;4.0;0.0;4.0;PINTURA;ACTIVO
HER-0108;MOTOSIERRA GRANDE;UND;;155.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0109;MANDARRIAS PEQUENAS;UND;;8.0;0.0;0.0;0.0;HERRAMIENTAS;ACTIVO
HER-0110;MARCOS DE SEGUETA;UND;;7.11;5.0;0.0;5.0;HERRAMIENTAS;ACTIVO
HER-0111;MARTILLOS;UND;;4.54;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0112;MEDIDOR CONTORNO PLASTICOS;UND;;10.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0113;MARTILLO ELECTRICO TOTAL;UND;;300.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0114;MOTO SIERRA PEQUENA;UND;;670.5;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0115;MAQUINA DE SOLDAR;UND;;176.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0116;NIVELES;UND;;12.0;7.0;0.0;7.0;HERRAMIENTAS;ACTIVO
HER-0117;NIV ALUMINIO IMANTADO 10CM;UND;;5.13;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0118;NIVEL LASER;UND;;9.45;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0119;PALAS;UND;;20.0;5.0;0.0;5.0;HERRAMIENTAS;ACTIVO
HER-0120;PATA DE CABRA;UND;;7.0;4.0;0.0;4.0;HERRAMIENTAS;ACTIVO
HER-0121;PALUSTRES DIENTES;UND;;7.89;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0122;PALUSTRA MEZCLILLAR;UND;;5.0;3.0;0.0;3.0;HERRAMIENTAS;ACTIVO
MAT-0147;PUNTALES HIERRO ENROSCABLES 2.5X2M;UND;;25.0;45.0;0.0;45.0;MATERIALES;ACTIVO
HER-0123;PISTOLA ALTA PRESION COVO;UND;;24.97;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0124;PISTOLA BAJA PRESION AZUL;UND;;34.55;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0125;PISTOLA COMPRESOR CAJA AZUL;UND;;38.0;3.0;0.0;3.0;HERRAMIENTAS;ACTIVO
HER-0126;PISTOLAS COMPRESOR OPERATIVAS;UND;;15.84;7.0;0.0;7.0;HERRAMIENTAS;ACTIVO
HER-0127;PISTOLA ALVION;UND;;70.35;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0128;PISTOLA SILICON;UND;;6.0;3.0;1.0;2.0;HERRAMIENTAS;ACTIVO
HER-0129;PIQUETA;UND;;6.0;10.0;0.0;10.0;HERRAMIENTAS;ACTIVO
HER-0130;PINZAS PICA CABLE NUEVAS;UND;;15.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0131;PISTOLA DE CALOR;UND;;25.0;4.0;0.0;4.0;HERRAMIENTAS;ACTIVO
HER-0132;PODADORAS;UND;;150.23;2.0;1.0;1.0;HERRAMIENTAS;ACTIVO
HER-0133;RASTRILLO PLASTICO;UND;;6.7;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0134;RANA COMPACTADORA;UND;;1500.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0135;RATON ESQUINERO;UND;;2.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0136;RASTRILLO METAL GRUESO;UND;;4.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0137;RASTRILLO METAL DELGADO;UND;;6.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0138;ROTO MARTILLO;UND;;148.31;2.0;0.0;3.0;HERRAMIENTAS;ACTIVO
HER-0139;REMACHADORAS;UND;;10.13;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0140;SALPICADORAS;UND;;28.01;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0141;SEÑORITAS;UND;;93.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0142;SIERRA CIRCULAR MARCA TOTAL;UND;;250.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0143;SOPLADOR INALAMBRICO TOTAL;UND;;129.4;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0144;SERRUCHO;UND;;6.0;0.0;0.0;0.0;HERRAMIENTAS;ACTIVO
HER-0145;SIERRA MULTIPLE CONCRETO;UND;;230.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0146;TIJERAS JARDINERIA;UND;;12.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0147;TROZADORA TUCSON;UND;;217.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0148;TALADRO DE BANCO;UND;;0.0;1.0;0.0;0.0;HERRAMIENTAS;ACTIVO
HER-0149;TIJERA CORTA METAL GRANDE;UND;;9.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0150;TIJERA CORTA METAL PEQUENA;UND;;5.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0151;TENAZA;UND;;7.43;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0152;TALADRO BOSH;UND;;250.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0153;TROZADORA;UND;;120.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0154;TALADRO DE BANCO;UND;;155.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0155;TALADROS INALAMBRICOS;UND;;50.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0156;VIBRADOR CONCRETO 2HP;UND;;800.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0157;HIDROJET TOTAL 1500W;UND;;219.62;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0158;ESMERIL INALAMBRICO TOTAL;UND;;107.72;1.0;0.0;0.0;HERRAMIENTAS;ACTIVO
HER-0159;BOMBA SUMERG MOD SLPO5A 0.5HP;UND;;146.55;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
PIN-0051;HIDROESMALTE BLANCO BRILLANTE;GALON;;50.75;1.0;0.0;1.0;PINTURA;ACTIVO
MAT-0148;"PUNTILLA ACERO 1""";UND;;4.43;5.0;4.0;1.0;MATERIALES;ACTIVO
HER-0160;MANILLON ANTIPANICO HORIZONTAL;UND;;253.0;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
HER-0161;MANDO BARRA ANTIPANICO VERTICAL;UND;;167.0;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
MAT-0149;ESTUCO ATOMICO BLANCO SACO 8KG;SACO;;9.05;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0150;TORNILLO 7X7/16 90UND;PAQ;;1.35;6.0;6.0;0.0;MATERIALES;ACTIVO
MAT-0151;LAMINA HP CAL 1.22X2.44 MTRS;UND;;64.64;2.0;2.0;0.0;MATERIALES;ACTIVO
PIN-0052;MANTOFLEX BLANCO CUÑ;GALON;;129.17;1.0;1.0;0.0;PINTURA;ACTIVO
MAT-0152;PEGO BLANCO SACO 10KG;SACO;;7.47;1.0;1.0;0.0;MATERIALES;ACTIVO
CON-0168;FOTOSELDA;UND;;5.4;15.0;11.0;2.0;CONSUMIBLES;ACTIVO
CON-0169;COLOR CHOCOLATE JUNTAS CERAMICA BOLSITA;UND;;13.32;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
CON-0170;MASILLA TAPA GRIETAS 1/4;UND;;16.0;5.0;3.0;4.0;CONSUMIBLES;ACTIVO
CON-0171;PROCLORO;UND;;3.49;2.0;0.0;2.0;CONSUMIBLES;ACTIVO
CON-0172;LIMPIA PORCELANA;UND;;13.97;4.0;2.0;2.0;CONSUMIBLES;ACTIVO
CON-0173;LIMPIA TABLILLA;UND;;33.28;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0174;LIMPIA VIDRIOS;UND;;6.05;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0175;DISCO CORTE 4 1/2;UND;;0.82;2.0;2.0;0.0;CONSUMIBLES;ACTIVO
PIN-0053;BROCHA 1/2 MANGO PLASTICO;UND;;1.17;1.0;1.0;0.0;PINTURA;ACTIVO
MAT-0153;FORMICA GRIS HUMO MATE;UND;;37.0;3.0;3.0;0.0;MATERIALES;ACTIVO
MAT-0154;TUBO RED VENT 4X2.5M MX6MTS;UND;;117.22;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0155;ANGOLO HN 40X40X3MMX6MTS SID;UND;;137.77;5.0;5.0;0.0;MATERIALES;ACTIVO
MAT-0156;TUBO RED VENT 1/2X2M MX6MT;UND;;30.02;3.0;3.0;0.0;MATERIALES;ACTIVO
CON-0176;SELLADOR PRO TRANSPARENTE GAL;GALON;;23.2;10.0;0.0;10.0;CONSUMIBLES;ACTIVO
HER-0162;CHAPILLA CEDRILLO 25CM;UND;;12.0;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
CON-0177;SELLADOR PEGA SOLD CONCENTRADO 1/4;UND;;15.0;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0178;CANO LACA 1/4 BTE;UND;;14.0;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0179;MASCARILLA 3M;UND;;29.24;3.0;0.0;3.0;CONSUMIBLES;ACTIVO
CON-0180;CARTUCHO CONTRA VAPORES Y GASES;UND;;35.57;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
HER-0163;SELLOS AUTOMATICOS;UND;;30.02;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
CON-0181;BATERIA AAA;PAQ;;97.83;3.0;3.0;1.0;CONSUMIBLES;ACTIVO
PLO-0126;CODO PCO A/B S 1-1/2X090;UND;;2.12;7.0;7.0;0.0;PLOMERIA;ACTIVO
PLO-0127;UNION PVC 1/64G;UND;;0.76;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0128;PEGA PCO PVC 1/64G;UND;;5.01;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0129;JUNTA DRESSER PVC A/B;UND;;3.26;1.0;1.0;0.0;PLOMERIA;ACTIVO
PIN-0054;CAMISA DE RODILLO CELDAS MED;UND;;3.31;7.0;4.0;2.0;PINTURA;ACTIVO
MAT-0157;FORMICA WENGUE SUPREMA;UND;;35.0;4.0;4.0;0.0;MATERIALES;ACTIVO
MAT-0158;LAMINA CLARO 3MM;UND;;42.21;3.0;3.0;0.0;MATERIALES;ACTIVO
PLO-0130;ASIENTO SANITARIO ST;UND;;13.25;1.0;1.0;0.0;PLOMERIA;ACTIVO
HER-0164;ESCALERA TIJERA FIBRA VIDRIO 07 TR;UND;;214.34;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0165;ESCALERA TIJERA ALUMINIO PROF DOBLE 08 TR;UND;;208.76;3.0;0.0;3.0;HERRAMIENTAS;ACTIVO
HER-0166;ESCALERA P/MAYOR PESO 2 EN 1 08 TR;UND;;179.92;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0167;ESCALERA PLATAFORMA INDUSTRIAL 5 TR;UND;;354.04;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
MAT-0159;TORNILLOS 6X1 90UND;PAQ;;2.54;1.0;1.0;0.0;MATERIALES;ACTIVO
CON-0182;TUBO 1/6N RDE 13.5;UND;;14.65;11.0;11.0;0.0;CONSUMIBLES;ACTIVO
CON-0183;"UNION PCO S1""";UND;;0.42;8.0;8.0;0.0;CONSUMIBLES;ACTIVO
MAT-0160;ACRILICO CRISTAL;UND;;236.84;1.0;1.0;0.0;MATERIALES;ACTIVO
CON-0184;LIBRO ACTA 200 FOLIOS;UND;;6.95;5.0;5.0;0.0;CONSUMIBLES;ACTIVO
CON-0185;BANDEJA METALICA 3 PISOS;UND;;18.5;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0186;CAJA VASOS CONICOS;UND;;143.45;2.0;2.0;0.0;CONSUMIBLES;ACTIVO
PIN-0055;THINNER DALCA ACRILICO;LT;;5.83;1.0;0.0;1.0;PINTURA;ACTIVO
MAT-0161;ANILLO 1-12 A/F TIGURE;UND;;2.19;4.0;4.0;0.0;MATERIALES;ACTIVO
MAT-0162;FIBRA DE VIDRIO;UND;;20.82;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0163;SACOS POLIUPILENO;UND;;0.87;50.0;0.0;50.0;MATERIALES;ACTIVO
CON-0187;LANA DE ACERO;PAQ;;12.11;3.0;0.0;3.0;CONSUMIBLES;ACTIVO
HER-0168;MANGO PROFESIONAL 9 AYSCA;UND;;6.39;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0169;FUNDA PARA POXICO AYSCA;UND;;5.25;4.0;0.0;4.0;HERRAMIENTAS;ACTIVO
CON-0188;MICROFLEX;UND;;15.96;2.0;0.0;2.0;CONSUMIBLES;ACTIVO
MAT-0164;RIEL PARED 2.5X3.5;UND;;4.49;38.0;0.0;38.0;MATERIALES;ACTIVO
MAT-0165;TUBO EST CUAD 120X120X4X6MTRS;UND;;159.11;3.0;0.0;3.0;MATERIALES;ACTIVO
MAT-0166;TUBO RECT HP 2X1X0.90X6MTRS;UND;;12.44;0.5;0.0;0.5;MATERIALES;ACTIVO
PIN-0056;PINTURA SPRAY BLANCO MATE FERCO;UND;;2.94;2.0;0.0;2.0;PINTURA;ACTIVO
MAT-0167;LAMINAS ACEROLIT;UND;;48.24;42.0;42.0;0.0;MATERIALES;ACTIVO
MAT-0168;PARAL PARED;UND;;5.03;356.0;356.0;0.0;MATERIALES;ACTIVO
CON-0189;CINTA DE PARED;UND;;9.41;4.0;4.0;0.0;CONSUMIBLES;ACTIVO
MAT-0169;TORNILLOS 1X6 90UND;PAQ;;1.3;100.0;100.0;0.0;MATERIALES;ACTIVO
MAT-0170;TORNILLOS 7/16 90UND;PAQ;;1.3;50.0;50.0;0.0;MATERIALES;ACTIVO
CON-0190;CAJETIN PVC MEDIDA;UND;;2.3;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0191;CURVA ALTO IMPACTO;UND;;0.76;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0192;TUBO CONDUIT ASTM PVC;MTR;;3.89;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
PIN-0057;PINTURA ESMALTE NEGRO MATE;GALON;;8.46;1.0;1.0;0.0;PINTURA;ACTIVO
CON-0193;TERRACOTA 2KG;UND;;13.47;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0194;CINTA BUTILO;UND;;98.39;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
MAT-0171;TANQUE AZUL;UND;;135.96;1.0;1.0;0.0;MATERIALES;ACTIVO
CON-0195;MENTILAN PLUS;UND;;30.41;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
HER-0171;CERRADURA EMBUTIR 25MM CISA;UND;;56.22;2.0;2.0;0.0;HERRAMIENTAS;ACTIVO
CON-0196;ANIME;UND;;1.95;4.0;4.0;0.0;CONSUMIBLES;ACTIVO
CON-0197;CAJETIN METALICO 4X4;UND;;0.9;27.0;27.0;0.0;CONSUMIBLES;ACTIVO
CON-0198;CAJETIN METALICO 4X2;UND;;0.9;10.0;10.0;0.0;CONSUMIBLES;ACTIVO
ELE-0273;ABRAZADERA EMT 1/2 2 PATAS;UND;;0.73;150.0;150.0;0.0;ELECTRICIDAD;ACTIVO
