CODIGO;DESCRIPCION;UNIDAD;COSTO_PROMEDIO_BS;COSTO_PROMEDIO_$;ENTRADA;SALIDA;EXISTENCIA;CATEGORIA;ESTADO
CON-0104;LOXON INT MATE EW 6057;GALON;;44.83;2;1;1;CONSUMIBLES;ACTIVO
ELE-0153;LAMPARAS LED TIPO PATINES;UND;;75.08;2;0;2;ELECTRICIDAD;ACTIVO
MAT-0083;LIMPIA CERAMICA;LT;;10.00;5.5;5.5;0;MATERIALES;ACTIVO
ELE-0154;LAMPARAS DE PISO EXTERIOR;UND;;0;9;9;0;ELECTRICIDAD;ACTIVO
ELE-0155;LAMINAS ARMSTRONG 1.20X60;UND;;0;22;18;4;ELECTRICIDAD;ACTIVO
ELE-0156;LANA DE ACERO #5;PAQ;;6.00;5;4;1;ELECTRICIDAD;ACTIVO
ELE-0157;LIMPOTEX;LT;;3.64;7;6;1;ELECTRICIDAD;ACTIVO
ELE-0158;LAMPARA COLGANTE ORO 1767 ZX;UND;;217.67;4;4;0;ELECTRICIDAD;ACTIVO
ELE-0159;LAMPARA LED RECARGABLE 40W 30CM;UND;;8.47;2;2;0;ELECTRICIDAD;ACTIVO
ELE-0160;LIJA #400;UND;;0.25;50;20;30;ELECTRICIDAD;ACTIVO
ELE-0161;LIJA #100;UND;;1.55;300;152;148;ELECTRICIDAD;ACTIVO
ELE-0162;LLAVE DE ARRESTO 1/2;UND;;7.50;11;9;2;ELECTRICIDAD;ACTIVO
ELE-0163;LLAVE DE CHORRO BRONCE 1/2;UND;;8.00;5;2;3;ELECTRICIDAD;ACTIVO
ELE-0164;LLAVE TIPO GANSA AGUA PURIFICADA;UND;;3.02;1;1;0;ELECTRICIDAD;ACTIVO
ELE-0165;MASILLA RELLENO MUDLO 5KG;UND;;7.00;32;31;1;ELECTRICIDAD;ACTIVO
ELE-0166;MOSAICO AZUL 60X60;UND;;37.84;4.5;4.5;0;ELECTRICIDAD;ACTIVO
